stratum,pmcid,n_lines,n_chars,title
long,PMC8778233,433,52426,Right Heart Pulmonary Circulation Unit Response to Exercise in Patients with Controlled Systemic Arterial Hypertension: Insights from the RIGHT Heart International NETwork (RIGHT-NET)
long,PMC6020240,453,52492,Hematuria as a risk factor for progression of chronic kidney disease and death: findings from the Chronic Renal Insufficiency Cohort (CRIC) Study
long,PMC3907022,297,52525,Clustering of transcriptional profiles identifies changes to insulin signaling as an early event in a mouse model of Alzheimer’s disease
long,PMC2944093,362,52619,No Association between Arsenic Exposure from Drinking Water and Diabetes Mellitus: A Cross-Sectional Study in Bangladesh
long,PMC6128455,261,52621,Increases in plasma corin levels following experimental myocardial infarction reflect the severity of ischemic injury
long,PMC3559887,257,52673,"Neurotrophic and Neuroprotective Actions of (−)- and (+)-Phenserine, Candidate Drugs for Alzheimer’s Disease"
long,PMC10522728,541,52760,Mindfulness-Based Interventions for Survivors of Lung Cancer and Their Partners: A Systematic Review
long,PMC12017104,322,52815,"Incidence Trends of Type 2 Diabetes Mellitus, Medication-Induced Diabetes, and Monogenic Diabetes in Canadian Children, Then (2006–2008) and Now (2017–2019)"
long,PMC10531143,380,52870,Characterizing the hypertensive cardiovascular phenotype in the UK Biobank
long,PMC8395801,452,52914,Hipertensão Arterial e Ácido Úrico Sérico em Idosos - Estudo SEPHAR III
long,PMC4077563,416,53046,"Cystatin C, a novel indicator of renal function, reflects severity of cerebral microbleeds"
long,PMC10240811,350,53321,Dual targeting PET tracer [68Ga]Ga-FAPI-RGD in patients with lung neoplasms: a pilot exploratory study
long,PMC4016835,337,53326,Gender Specific Association of RAS Gene Polymorphism with Essential Hypertension: A Case-Control Study
long,PMC4829998,259,53357,"Radon Exposure, IL-6 Promoter Variants, and Lung Squamous Cell Carcinoma in Former Uranium Miners"
long,PMC9075491,494,53492,Deoxycholic Acid and Coronary Artery Calcification in the Chronic Renal Insufficiency Cohort
long,PMC5464539,535,53554,"Obesity, metabolic factors and risk of different histological types of lung cancer: A Mendelian randomization study"
long,PMC9055740,381,53738,The incidence of gestational diabetes mellitus among women with polycystic ovary syndrome: a meta-analysis of longitudinal studies
long,PMC12244252,308,53745,"Effect of Magnesium Supplements on Improving Glucose Control, Blood Pressure and Lipid Profile in Patients With Type 2 Diabetes Mellitus: A systematic review and meta-analysis"
long,PMC13036687,450,53748,Preoperative Contrast-enhanced CT Features Associated with Occult Lymph Node Metastasis in Early-Stage Solid Non–Small Cell Lung Cancer
long,PMC6903756,392,54077,Omentin-1 in diabetes mellitus: A systematic review and meta-analysis
long,PMC5010396,360,54129,Ambient Fine Particulate Matter and Mortality among Survivors of Myocardial Infarction: Population-Based Cohort Study
long,PMC11975859,330,54175,Knowledge domains and hotspots of the association between hypertension and noise: a bibliometric analysis and visualization study from 2003 to 2023
long,PMC12352845,260,54305,Cannabidiol improves learning and memory deficits and alleviates anxiety in 12-month-old SAMP8 mice
long,PMC6287897,327,54479,Incidence of Hospitalization for Heart Failure and Case-Fatality Among 3.25 Million People With and Without Diabetes Mellitus
long,PMC11410575,360,54612,Cardiovascular risk assessment using non-laboratory based WHO CVD risk prediction chart with respect to hypertension status among older Indian adults: insights from nationally representative survey
long,PMC4889076,389,54646,Influence of Coding Variability in APP-Aβ Metabolism Genes in Sporadic Alzheimer’s Disease
long,PMC7296682,430,54646,White-coat hypertension and incident end-stage renal disease in patients with non-dialysis chronic kidney disease: results from the C-STRIDE Study
long,PMC6383235,447,54839,"Insulin resistance and chronic kidney disease progression, cardiovascular events, and death: findings from the chronic renal insufficiency cohort study"
long,PMC11340942,552,55057,"Tamsulosin use in benign prostatic hyperplasia and risks of Parkinson’s disease, Alzheimer’s disease and mortality: An observational cohort study of elderly Medicare enrollees"
long,PMC9668925,422,55077,"Elevated platelet–leukocyte complexes are associated with, but dispensable for myocardial ischemia–reperfusion injury"
long,PMC9038723,392,55139,The influence of personality on the risk of myocardial infarction in UK Biobank cohort
long,PMC3172237,301,55295,"CHD5, a Brain-Specific Paralog of Mi2 Chromatin Remodeling Enzymes, Regulates Expression of Neuronal Genes"
long,PMC9714776,305,55308,Metabolite profiling of CKD progression in the chronic renal insufficiency cohort study
long,PMC8045338,354,55317,"Occupational lifting and risk of hypertension, stratified by use of anti-hypertensives and age - a cross-sectional and prospective cohort study"
long,PMC13224957,334,55449,Diabetes mellitus with inadequate blood sugar control increases mortality in Brazilian older adults: evidence from ELSI-Brazil
long,PMC6324382,417,55513,Factors Associated With Return to Work After Acute Myocardial Infarction in China
long,PMC6801437,278,55536,Anti-Myocardial Infarction Effects of Radix Aconiti Lateralis Preparata Extracts and Their Influence on Small Molecules in the Heart Using Matrix-Assisted Laser Desorption/Ionization–Mass Spectrometry Imaging
long,PMC11260076,324,55539,Secretomic changes of amyloid beta peptides on Alzheimer’s disease related proteins in differentiated human SH-SY5Y neuroblastoma cells
long,PMC3779177,408,55588,Joint Modeling of Transitional Patterns of Alzheimer's Disease
long,PMC13143615,391,55664,"Prognostic nutritional index, Naples prognostic score and Osaka prognostic score as predictors of acute respiratory distress syndrome in non-diabetes mellitus patients with sepsis: a loss of predictive efficacy of NPS and OPS in diabetes mellitus cohorts"
long,PMC6166969,276,55775,Lack of vitamin D signalling per se does not aggravate cardiac functional impairment induced by myocardial infarction in mice
long,PMC4780701,519,55788,Genome-Wide Association Study for Incident Myocardial Infarction and Coronary Heart Disease in Prospective Cohort Studies: The CHARGE Consortium
long,PMC11462739,454,55810,"Private provider practices and incentives for hypertension management in rural and peri-urban Telangana, India– a qualitative study"
long,PMC1594582,474,55827,"A randomized, double blind, cross-over, placebo-controlled clinical trial to assess the effects of Candesartan on the insulin sensitivity on non diabetic, non hypertense subjects with dysglyce mia and abdominal obesity. ""ARAMIA"""
long,PMC9942303,306,55959,A generalized covariate-adjusted top-scoring pair algorithm with applications to diabetic kidney disease stage classification in the Chronic Renal Insufficiency Cohort (CRIC) Study
long,PMC4579246,308,55965,Being as an iceberg: hypertensive treatment adherence experiences in southeast of Iran
long,PMC11835506,392,56061,Myocardial Fibroblast Activation After Acute Myocardial Infarction: A Positron Emission Tomography and Magnetic Resonance Study
long,PMC13078772,472,56061,"Profile, follow-up adherence and progression of people with advanced chronic kidney disease in specialized care centers: a retrospective study, Santa Catarina state, Brazil, 2021-2024"
long,PMC5614644,240,56132,CCL11 is increased in the CNS in chronic traumatic encephalopathy but not in Alzheimer’s disease
long,PMC3009734,285,56317,Loss of Caveolin-1 Accelerates Neurodegeneration and Aging
long,PMC6451770,350,56339,Does pregnancy complication history improve cardiovascular disease risk prediction? Findings from the HUNT study in Norway
long,PMC7828433,303,56384,Role of Omentin in Obesity Paradox in Lung Cancer
long,PMC12626506,276,56466,Pan-cancer multi-omics profiling of MS4A2 unveils its functional landscape in lung adenocarcinoma
long,PMC9657840,266,56682,Natriuretic Peptides—New Targets for Neurocontrol of Blood Pressure via Baroreflex Afferent Pathway
long,PMC9005286,372,56689,Toll-Like Receptors/TNF-α Pathway Crosstalk and Impact on Different Sites of Recurrent Myocardial Infarction in Elderly Patients
long,PMC8060969,377,56730,Alzheimer's disease medication and outcomes of hospitalisation among patients with dementia
long,PMC7469006,270,56849,Beneficial Effects of Vitamin K Status on Glycemic Regulation and Diabetes Mellitus: A Mini-Review
long,PMC6516640,409,56872,“I can’t get it into my head that I have cancer…”—A qualitative interview study on needs of patients with lung cancer
long,PMC9274319,430,56905,Assessment of Oxygen Supply-Demand Imbalance and Outcomes Among Patients With Type 2 Myocardial Infarction: A Secondary Analysis of the High-STEACS Cluster Randomized Clinical Trial
long,PMC7700208,251,57012,The Causes of Insulin Resistance in Type 1 Diabetes Mellitus: Is There a Place for Quaternary Prevention?
long,PMC13189452,330,57057,Bioinformatics Combined With Biological Experiments to Explore the Promotion of Lung Metastasis by CCL18 in the Immune Microenvironment of Colorectal Cancer
long,PMC6337639,294,57152,Lung Macrophages: Multifunctional Regulator Cells for Metastatic Cells
long,PMC12197912,480,57290,Identification of stable reference genes and differential miRNA expression in Sri Lankan type 2 diabetes mellitus patients: a cross-sectional study
long,PMC9692622,507,57310,Essential Hypertension and Oxidative Stress: Novel Future Perspectives
long,PMC3413657,507,57323,Mood Disorders and Risk of Lung Cancer in the EAGLE Case-Control Study and in the U.S. Veterans Affairs Inpatient Cohort
long,PMC5659028,360,57485,Endothelin A receptor blocker and calcimimetic in the adenine rat model of chronic renal insufficiency
long,PMC2966442,330,57503,Cigarette Smoke Induces C/EBP-β-Mediated Activation of miR-31 in Normal Human Respiratory Epithelia and Lung Cancer Cells
long,PMC11368228,550,57517,Diabetes mellitus in patients with heart failure and effect modification of risk factors for short-term mortality: An observational study from the Registro Colombiano de Falla Cardíaca (RECOLFACA)
long,PMC9330693,260,57824,"Vitamin D and Secondary Hyperparathyroidism in Chronic Kidney Disease: A Critical Appraisal of the Past, Present, and the Future"
long,PMC10575723,312,58010,Endogenous adenine mediates kidney injury in diabetic models and predicts diabetic kidney disease in patients
long,PMC6863566,450,58163,Factors associated with medication adherence among people with diabetes mellitus in poor urban areas of Cambodia: A cross-sectional study
long,PMC13061220,371,58174,White matter microstructure disruption associated with PET and cognitive impairment in Alzheimer’s disease
long,PMC11924289,353,58222,Blood biomarker profiles in young-onset neurocognitive disorders: A cohort study
long,PMC11134622,425,58273,Current status of electronic health literacy among pregnant women with gestational diabetes mellitus and their perceptions of online health information: a mixed-methods study
long,PMC8375146,403,58312,Association of sex-specific differences in lipoprotein(a) concentrations with cardiovascular mortality in individuals with type 2 diabetes mellitus
long,PMC8759265,377,58568,Plasma Lipocalin 2 in Alzheimer’s disease: potential utility in the differential diagnosis and relationship with other biomarkers
long,PMC8235104,339,58611,Altered Cardiovascular Reactivity to and Recovery from Cold Face Test-Induced Parasympathetic Stimulation in Essential Hypertension
long,PMC5409713,232,58758,Vegetarian Diet in Chronic Kidney Disease—A Friend or Foe
long,PMC3770576,350,58765,Mitochondrial Haplotypes Associated with Biomarkers for Alzheimer’s Disease
long,PMC9127560,389,58940,Association of Alzheimer Disease With Life Expectancy in People With Down Syndrome
long,PMC6918019,401,59062,Guidelines for the nursing management of gestational diabetes mellitus: An integrative literature review
long,PMC9175339,378,59265,Neuropathological and behavioral features of an APP/PS1/MAPT (6xTg) transgenic model of Alzheimer’s disease
long,PMC7094867,460,59308,No clear associations of adult BMI and diabetes mellitus with non-muscle invasive bladder cancer recurrence and progression
long,PMC7400945,673,59546,The Effects of Legume Consumption on Markers of Glycaemic Control in Individuals with and without Diabetes Mellitus: A Systematic Literature Review of Randomised Controlled Trials
long,PMC11575783,457,59554,Genomic variants associated with type 2 diabetes mellitus among Filipinos
long,PMC2914741,319,59611,Genetic Variation and Antioxidant Response Gene Expression in the Bronchial Airway Epithelium of Smokers at Risk for Lung Cancer
long,PMC6515018,357,59839,"Regional Variation in Comorbid Prediabetes and Diabetes and Associated Factors among Hypertensive Individuals in Rural Bangladesh, Pakistan, and Sri Lanka"
long,PMC11407953,403,59851,Missed opportunities for hypertension screening of older people in the Philippines: cross-sectional analysis of nationally representative individual-level data
long,PMC5986147,383,59915,Myocardial infarction and alcohol consumption: A case-control study
long,PMC11698444,393,60034,Disparities in time to treatment initiation of invasive lung cancer among Black and White patients in Tennessee
long,PMC9733606,291,60386,Computed tomography coronary angiography in non-ST-segment elevation myocardial infarction
long,PMC11801730,253,60695,"The impact of apolipoprotein E, type ∊4 allele on Alzheimer’s disease pathological biomarkers: a comprehensive post-mortem pilot-analysis"
long,PMC5131697,366,60718,Comparative Prognostic Utility of Indexes of Microvascular Function Alone or in Combination in Patients With an Acute ST-Segment–Elevation Myocardial Infarction
long,PMC13532949,407,60731,Unveiling the role of the venous system in arterial hypertension: A computational study
long,PMC11745611,364,60755,Salvage surgery and conversion surgery for patients with nonsmall cell lung cancer: a narrative review
long,PMC4055118,323,60895,Myocardial transfection of hypoxia-inducible factor-1α and co-transplantation of mesenchymal stem cells enhance cardiac repair in rats with experimental myocardial infarction
long,PMC12202395,454,61087,Impacts of amino acid supplementation on renal function and nutritional parameters in patients with renal insufficiency: bibliometric analysis and meta-analysis
long,PMC7828659,292,61173,"Plausible Role of Estrogens in Pathogenesis, Progression and Therapy of Lung Cancer"
long,PMC8575250,320,61178,Unbiased high-content screening reveals Aβ- and tau-independent synaptotoxic activities in human brain homogenates from Alzheimer’s patients and high-pathology controls
long,PMC7117725,718,61240,Prevalence of anemia in predialysis chronic kidney disease: Is the study center a significant factor?
long,PMC9576679,434,61282,Generalizable deep learning model for early Alzheimer’s disease detection from structural MRIs
long,PMC12645157,356,61309,A systems immunology analysis of Alzheimer's disease reveals an age‐ and environmental exposure‐independent disturbance in B cell maturation
long,PMC13322747,372,61327,Relationship between medication class and ambulatory blood pressure profile in the chronic renal insufficiency cohort (CRIC) study
long,PMC10955738,324,61366,Investigation of the involvement of platelet-activating factor in the control of hypertension by aerobic training. A randomized controlled trial
long,PMC11849043,288,61410,Qing-Xin-Jie-Yu Granule attenuates myocardial infarction-induced inflammatory response by regulating the MK2/TTP pathway
long,PMC9120723,318,61575,The relationship between isolated hypertension with brain volumes in UK Biobank
long,PMC7644637,298,61591,Mapping the genetic basis of diabetes mellitus in the Australian Burmese cat (Felis catus)
long,PMC7833138,376,62017,"Risk factors of heart failure among patients with hypertension attending a tertiary hospital in Ibadan, Nigeria: The RISK-HHF case-control study"
long,PMC8422353,312,62214,Cardiovascular brain impulses in Alzheimer’s disease
long,PMC9777169,368,62247,Prevalence and Predictors of Renal Disease in a National Representative Sample of the Romanian Adult Population: Data from the SEPHAR IV Survey
long,PMC6598737,269,62258,Longitudinal neuroanatomical and cognitive progression of posterior cortical atrophy
long,PMC11637408,676,62273,Association between Angiotensin-converting enzyme (ACE) insertion/deletion polymorphism and hypertension in a Ghanaian population
long,PMC5201285,511,62408,Phosphocalcic Markers and Calcification Propensity for Assessment of Interstitial Fibrosis and Vascular Lesions in Kidney Allograft Recipients
long,PMC10163802,302,62558,Diabetes mellitus-related hospital admissions and prescriptions of antidiabetic agents in England and Wales: an ecological study
long,PMC10239144,443,62794,KATZNCP: a miRNA–disease association prediction model integrating KATZ algorithm and network consistency projection
long,PMC7037353,332,62794,Unfavorable Reduction in the Ratio of Endothelin B to A Receptors in Experimental 5/6 Nephrectomy and Adenine Models of Chronic Renal Insufficiency
long,PMC10323925,328,62898,Low concentrations of medium-sized HDL particles predict incident CVD in chronic kidney disease patients
long,PMC3871568,316,63020,Growth Pattern Analysis of Murine Lung Neoplasms by Advanced Semi-Automated Quantification of Micro-CT Images
long,PMC10269592,271,63075,Improvement in Zebrafish with Diabetes and Alzheimer's Disease Treated with Pasteurized Akkermansia muciniphila
long,PMC4834151,226,63084,Role of Myeloperoxidase in Patients with Chronic Kidney Disease
long,PMC8932168,591,63098,Association between total and leisure time physical activity and risk of myocardial infarction and stroke – a Swedish cohort study
long,PMC13253839,295,63139,Exploring the characteristics of gut microbiome changes in lung cancer patients and healthy controls
long,PMC12469920,312,63177,Hyperuricemia in Chronic Kidney Disease: Emerging Pathophysiology and a Novel Therapeutic Strategy
long,PMC9842641,400,63216,Exploring the mechanism of active components from ginseng to manage diabetes mellitus based on network pharmacology and molecular docking
long,PMC3454385,322,63386,Plasma Based Markers of [11C] PiB-PET Brain Amyloid Burden
long,PMC7827637,362,63527,Effectively Prescribing Oral Magnesium Therapy for Hypertension: A Categorized Systematic Review of 49 Clinical Trials
long,PMC9740491,270,63589,Gender and Renal Insufficiency: Opportunities for Their Therapeutic Management?
long,PMC9163811,361,63625,Allograft Function as Endpoint for Clinical Trials in Kidney Transplantation
long,PMC5072721,450,63637,Rare Functional Variant in TM2D3 is Associated with Late-Onset Alzheimer's Disease
long,PMC11063022,394,63673,Expression patterns of novel immunotherapy targets in intermediate- and high-grade lung neuroendocrine neoplasms
long,PMC11980039,368,63684,Metabolomics for the Identification of Biomarkers in Kidney Diseases
long,PMC6998275,501,63732,Effects of gestational diabetes mellitus on risk of adverse maternal outcomes: a prospective cohort study in Northwest Ethiopia
long,PMC11016838,339,63845,Medical Measures in Hypertensives Considered Resistant
long,PMC10969945,332,64019,Standard Doses of Cholecalciferol Reduce Glucose and Increase Glutamine in Obesity-Related Hypertension: Results of a Randomized Trial
long,PMC5409651,315,64023,"Job Strain and Casual Blood Pressure Distribution: Looking beyond the Adjusted Mean and Taking Gender, Age, and Use of Antihypertensives into Account. Results from ELSA-Brasil"
long,PMC7376925,459,64362,American Indian chronic Renal insufficiency cohort study (AI-CRIC study)
long,PMC12111827,304,64401,Effect of KLF15-Mediated Circadian Rhythm on Myocardial Infarction: A Narrative Review
long,PMC4872999,360,64847,ABCG1 and ABCG4 Suppress γ-Secretase Activity and Amyloid β Production
long,PMC2855324,380,64857,Admixture Mapping Scans Identify a Locus Affecting Retinal Vascular Caliber in Hypertensive African Americans: the Atherosclerosis Risk in Communities (ARIC) Study
long,PMC5800125,293,64945,Endocrine Disrupting Chemicals Mediated through Binding Androgen Receptor Are Associated with Diabetes Mellitus
long,PMC8480850,297,65081,Transcriptome analyses reveal tau isoform-driven changes in transposable element and gene expression
long,PMC7179879,372,65099,Self-reported health behaviors and longitudinal cognitive performance in late middle age: Results from the Wisconsin Registry for Alzheimer’s Prevention
long,PMC6974975,542,65560,"Road proximity, air pollution, noise, green space and neurologic disease incidence: a population-based cohort study"
long,PMC4666664,394,65665,Can Genetic Analysis of Putative Blood Alzheimer’s Disease Biomarkers Lead to Identification of Susceptibility Loci?
long,PMC11357982,390,65690,Markers of imminent myocardial infarction
long,PMC8347098,393,65864,Acute Stress-Induced Blood Lipid Reactivity in Hypertensive and Normotensive Men and Prospective Associations with Future Cardiovascular Risk
long,PMC5983168,367,65897,Pericardial application as a new route for implanting stem‐cell cardiospheres to treat myocardial infarction
long,PMC2760875,465,66023,Variations in the transcriptome of Alzheimer's disease reveal molecular networks involved in cardiovascular diseases
long,PMC3826736,391,66318,Alzheimer's Disease Risk Assessment Using Large-Scale Machine Learning Methods
long,PMC5059654,401,66397,An Analysis of Anthropometric Indicators and Modifiable Lifestyle Parameters Associated with Hypertensive Nephropathy
long,PMC7072986,383,66491,Human-Induced Pluripotent Stem Cells and Herbal Small-Molecule Drugs for Treatment of Alzheimer’s Disease
long,PMC6211704,357,66850,Parahippocampal gyrus expression of endothelial and insulin receptor signaling pathway genes is modulated by Alzheimer’s disease and normalized by treatment with anti-diabetic agents
long,PMC13249244,314,66878,Proteome-wide genetic study identified therapeutic targets for early-onset and late-onset Alzheimer’s disease
long,PMC5078799,280,67083,Racial differences in microRNA and gene expression in hypertensive women
long,PMC7268748,509,67138,"The cascade of care in managing hypertension in the Arab world: a systematic assessment of the evidence on awareness, treatment and control"
long,PMC4283145,527,67313,Effects of aerobic exercise on cognition and hippocampal volume in Alzheimer’s disease: study protocol of a randomized controlled trial (The FIT-AD trial)
long,PMC12280729,317,67372,The Epidemiology of Alzheimer's Disease Modifiable Risk Factors and Prevention
long,PMC5360226,555,67608,Association between fatty acid metabolism in the brain and Alzheimer disease neuropathology and cognitive performance: A nontargeted metabolomic study
long,PMC5854359,539,67678,Cost-effectiveness analysis of elbasvir-grazoprevir regimen for treating hepatitis C virus genotype 1 infection in stage 4-5 chronic kidney disease patients in France
long,PMC12802613,378,67712,From fragmented to integrated healthcare managing hypertension post-stroke: a qualitative study
long,PMC10931599,320,67755,Placental and Renal Pathways Underlying Pre-Eclampsia
long,PMC2275772,346,67766,Therapeutic strategies to slow chronic kidney disease progression
long,PMC3124550,252,67838,Amitriptyline-Mediated Cognitive Enhancement in Aged 3×Tg Alzheimer's Disease Mice Is Associated with Neurogenesis and Neurotrophic Activity
long,PMC9375274,350,67845,Perspectives and challenges in patient stratification in Alzheimer’s disease
long,PMC9360537,478,68457,Follow-up management service and health outcomes of hypertensive patients in China: A cross-sectional analysis from the national health service survey in Jiangsu province
long,PMC8335700,322,68645,Advances in the mechanism and treatment of mitochondrial quality control involved in myocardial infarction
long,PMC7565991,388,68722,Uremic Toxins Affect Erythropoiesis during the Course of Chronic Kidney Disease: A Review
long,PMC9816180,350,68805,Single-cell-led drug repurposing for Alzheimer’s disease
long,PMC11445359,365,68960,Adherence to the dietary approaches to stop hypertension diet reduces the risk of diabetes mellitus: a systematic review and dose-response meta-analysis
long,PMC9386961,649,69187,Prevalence and risk factors of prehypertension and hypertension in Algeria
long,PMC8320299,346,69448,Systemic infection exacerbates cerebrovascular dysfunction in Alzheimer’s disease
long,PMC8873103,352,69623,The Relationship Between Diabetes Mellitus and Cancers and Its Underlying Mechanisms
long,PMC11221832,594,69625,Overview of global healthcare policies for patients with chronic kidney disease: an integrative literature review
long,PMC5224976,265,69627,"Maysin and Its Flavonoid Derivative from Centipedegrass Attenuates Amyloid Plaques by Inducting Humoral Immune Response with Th2 Skewed Cytokine Response in the Tg (APPswe, PS1dE9) Alzheimer’s Mouse Model"
long,PMC12827185,375,69650,The latest progression of N6-methyladenosine (m6A) RNA modification in diabetes mellitus and diabetic complications
long,PMC12634942,310,69795,The future of biomarkers for vascular contributions to cognitive impairment and dementia (VCID): proceedings of the 2025 annual workshop of the Albert research institute for white matter and cognition
long,PMC6022660,339,70546,Genetic study of multimodal imaging Alzheimer’s disease progression score implicates novel loci
long,PMC13170013,470,70607,"Hypertension is a marker of the micro-epidemiologic transition in ageing HIV populations in Kenya, Uganda and Tanzania (AFRICOS, 2013–2023)"
long,PMC10062544,884,70633,Initial mean arterial blood pressure (MABP) measurement is a risk factor for mortality in hypertensive COVID-19 positive hospitalized patients
long,PMC3296233,257,70839,From Brain to Behavior: Hypertension's Modulation of Cognition and Affect
long,PMC13437241,405,70844,Phosphate homeostasis and apparent treatment-resistant hypertension in chronic kidney disease: the Chronic Renal Insufficiency Cohort (CRIC) study
long,PMC12451019,281,70858,Chronic kidney disease and valvular heart disease: State of the art
long,PMC4739105,399,70891,Markers of increased atherosclerotic risk in patients with chronic kidney disease: a preliminary study
long,PMC11634311,552,70932,Osteoprotegerina e Disfunção Vascular em Pacientes com Doença Renal Crônica Estágio 3 e em Pacientes sem Disfunção Renal: Estudo Caso-Controle
long,PMC10660456,357,71032,A Machine Learning Model Based on microRNAs for the Diagnosis of Essential Hypertension
long,PMC10259789,782,71109,Self-management of type 2 diabetes mellitus in pregnancy and breastfeeding experiences among women in Thailand: Study protocol
long,PMC10339634,372,71220,Bibliometric and visual analysis of diabetes mellitus and pyroptosis from 2011 to 2022
long,PMC12104544,463,71290,Uncovering Novel Anti-Lung Cancer Compounds: Insights from Marine Sponge-Derived Agents: A Bibliometric Review
long,PMC6706224,679,71549,Sarcopenia and sarcopenic obesity as prognostic predictors in hospitalized elderly patients with acute myocardial infarction
long,PMC3966409,384,71989,Role of Methylglyoxal in Alzheimer's Disease
long,PMC4454597,430,72002,Neuronal Cx3cr1 Deficiency Protects against Amyloid β-Induced Neurotoxicity
long,PMC11036786,373,72195,Exploring morphological similarity and randomness in Alzheimer’s disease using adjacent grey matter voxel-based structural analysis
long,PMC3900389,325,72224,"A Neurotoxic Glycerophosphocholine Impacts PtdIns-4, 5-Bisphosphate and TORC2 Signaling by Altering Ceramide Biosynthesis in Yeast"
long,PMC4544563,448,72277,Peri-operative kidney injury and long-term chronic kidney disease following orthotopic heart transplantation in children
long,PMC11157728,715,72630,"Minimisation of dialysis risk in hospital patients with chronic kidney disease (MinDial): study protocol for a multicentre, stepped-wedge, cluster-randomised controlled trial"
long,PMC11262345,392,72663,Physical Activity and Hypertension
long,PMC11313584,469,72704,Incident heart failure in chronic kidney disease: proteomics informs biology and risk stratification
long,PMC8875627,317,72886,Estimated Glomerular Filtration Rate in Chronic Kidney Disease: A Critical Review of Estimate-Based Predictions of Individual Outcomes in Kidney Disease
long,PMC10917100,328,73067,Emotional dampening in hypertension: Impaired recognition of implicit emotional content in auditory and cross‐modal stimuli
long,PMC4132648,392,73107,A data-driven model of biomarker changes in sporadic Alzheimer's disease
long,PMC10791831,362,73213,Recent progress in metabolic reprogramming in gestational diabetes mellitus: a review
long,PMC7312694,418,73613,The Emerging Role of Innate Immunity in Chronic Kidney Diseases
long,PMC8539280,279,73708,Metabolic Profiling and Metabolites Fingerprints in Human Hypertension: Discovery and Potential
long,PMC13083371,448,73733,Short-Term Safety and Healthcare Utilization Following Intragastric Balloon Placement in Patients With and Without Diabetes Mellitus: A Propensity-Matched Analysis
long,PMC5349685,486,73810,Microstructural white matter alterations in preclinical Alzheimer’s disease detected using free water elimination diffusion tensor imaging
long,PMC12561165,526,73889,Data Augmentation-Enhanced Myocardial Infarction Classification and Localization Using a ResNet-Transformer Cascaded Network
long,PMC3283716,501,73952,A Novel Classification of Lung Cancer into Molecular Subtypes
long,PMC10341518,527,74297,Analysis of MMP-2-735C/T (rs2285053) and MMP-9-1562C/T (rs3918242) Polymorphisms in the Risk Assessment of Developing Lung Cancer
long,PMC11075875,795,74311,"Prevalence of undiagnosed diabetes mellitus and associated factors among adult residents of Mizan Aman town, Southwest Ethiopia: Community-based cross-sectional study"
long,PMC7966641,328,74343,Morphologic and molecular classification of lung neuroendocrine neoplasms
long,PMC8235611,454,75090,"Demographic, socioeconomic, and biological correlates of hypertension in an adult population: evidence from the Bangladesh demographic and health survey 2017–18"
long,PMC11720251,297,75231,Hypertension: A Continuing Public Healthcare Issue
long,PMC7028821,426,75354,Diagnosis of myocardial infarction at autopsy: AECVP reappraisal in the light of the current clinical classification
long,PMC4719699,346,75537,Genome-wide12 DNA methylation profiling in the superior temporal gyrus reveals epigenetic signatures associated with Alzheimer’s disease
long,PMC11852269,420,75927,Propionate and butyrate counteract renal damage and progression to chronic kidney disease
long,PMC7840028,959,76162,Are Ethiopian diabetic patients protected from financial hardship?
long,PMC6126877,495,76694,MDHGI: Matrix Decomposition and Heterogeneous Graph Inference for miRNA-disease association prediction
long,PMC7582407,274,76716,Preconditioned and Genetically Modified Stem Cells for Myocardial Infarction Treatment
long,PMC5842784,343,76856,Metabolic brain networks in aging and preclinical Alzheimer's disease
long,PMC8391392,602,76857,New Insights on Old Biomarkers Involved in Tumor Microenvironment Changes and Their Diagnostic Relevance in Non-Small Cell Lung Carcinoma
long,PMC12678194,505,76960,Identification of an Exosomal miRNA Signature in Newly Diagnosed Essential Hypertensive Adults
long,PMC8699079,281,77036,Mitochondrial Bioenergetic and Proteomic Phenotyping Reveals Organ-Specific Consequences of Chronic Kidney Disease in Mice
long,PMC13218652,454,77046,Subsequent Hypertension’s Mediation of the Association Between Sleep Duration Trajectories and New-Onset Cardiovascular Disease: Population-Based Cohort Study
long,PMC10782608,787,77062,Family planning behaviours among women with diabetes mellitus: a scoping review
long,PMC5319785,460,77586,Genome-wide study of resistant hypertension identified from electronic health records
long,PMC13115799,465,77603,Predictive Biomarkers for Coronary Collateral Circulation Development After Myocardial Infarction
long,PMC12542130,583,77641,"Hypertension prevalence and associated factors among bank workers in Africa, 2024: a systematic review and meta-analysis "
long,PMC10149997,335,78224,Application of nanoparticles in the diagnosis and treatment of chronic kidney disease
long,PMC11771898,979,78385,Alzheimer’s disease image classification based on enhanced residual attention network
long,PMC3741956,387,78744,Genetics of Alzheimer's Disease
long,PMC9714856,891,79029,Interpretation of pre-morbid cardiac 3T MRI findings in overweight and hypertensive young adults
long,PMC8018890,301,79293,Zinc Status Alters Alzheimer's Disease Progression through NLRP3-Dependent Inflammation
long,PMC7438828,321,79415,Current Knowledge Regarding the Interaction Between Oral Bone Metabolic Disorders and Diabetes Mellitus
long,PMC10994526,411,79463,Uncovering the distinct macro-scale anatomy of dysexecutive and behavioural degenerative diseases
long,PMC11006741,340,79795,Metabolic acidosis in chronic kidney disease: mere consequence or also culprit?
long,PMC8422756,436,80206,"Association of plasma and CSF cytochrome P450, soluble epoxide hydrolase, and ethanolamide metabolism with Alzheimer’s disease"
